Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.996624118,1.0%,-3.3%,6,-14.3%,-50.0%,4,0.0%,33.3%,59,0,52,$585K,2.6%,16.3%,1,-66.7%,-85.7%,2/28/2015,Single Family Residential,"Seattle, WA - University District"
1.000731971,-1.3%,-1.6%,16,-11.1%,33.3%,3,0.0%,0.0%,24.5,8,-20.5,$425K,-10.8%,2.4%,8,-33.3%,-42.9%,2/28/2015,Single Family Residential,"Seattle, WA - Victory Heights"
1.008193679,2.2%,3.0%,10,0.0%,-16.7%,2,-33.3%,100.0%,26.5,-2,7.5,$860K,19.4%,31.0%,5,0.0%,-44.4%,2/28/2015,Single Family Residential,"Seattle, WA - View Ridge"
1.020787978,1.3%,0.5%,23,-20.7%,43.8%,6,100.0%,20.0%,29.5,-1.5,7,$651K,-2.0%,14.9%,16,33.3%,0.0%,2/28/2015,Single Family Residential,"Seattle, WA - Wallingford"
0.998808022,0.1%,-3.5%,10,-33.3%,-41.2%,6,50.0%,0.0%,8.5,0.5,-1.5,$495K,-4.8%,-6.6%,12,50.0%,-20.0%,2/28/2015,Single Family Residential,"Seattle, WA - Wedgwood"
0.999913534,0.8%,1.2%,215,-12.2%,-3.2%,117,2.6%,-14.6%,27,4,-7,$440K,4.1%,13.3%,232,24.1%,7.4%,2/28/2015,Single Family Residential,"Seattle, WA - West Seattle"
0.960291753,-2.5%,-1.4%,9,-40.0%,50.0%,10,11.1%,233.3%,52,38,22,$670K,-11.8%,-21.5%,10,-9.1%,150.0%,2/28/2015,Single Family Residential,"Seattle, WA - Windermere"
0.978181426,1.6%,0.4%,3,-50.0%,-40.0%,4,0.0%,-33.3%,33,-0.5,-10,"$1,250K",-3.2%,-13.2%,5,0.0%,150.0%,2/28/2015,Single Family Residential,"Seattle, WA - Denny Blaine"
1.026421879,0.4%,1.8%,18,-30.8%,-28.0%,8,300.0%,700.0%,13.5,5,6.5,$678K,-1.3%,16.8%,15,50.0%,-6.3%,2/28/2015,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.002413434,0.1%,2.8%,23,-4.2%,-8.0%,10,42.9%,11.1%,13,-11,0,$475K,-3.5%,-5.0%,23,9.5%,-11.5%,2/28/2015,Single Family Residential,"Seattle, WA - Central District"
0.990275621,-0.1%,-1.6%,12,0.0%,-33.3%,1,-75.0%,-83.3%,31,8,1,$712K,-3.2%,30.7%,8,0.0%,-20.0%,2/28/2015,Single Family Residential,"Seattle, WA - Madison Valley"
1.030209945,0.3%,-0.2%,8,14.3%,-33.3%,5,25.0%,-54.5%,9.5,-5.5,2.5,$953K,-9.2%,-19.7%,12,100.0%,0.0%,2/28/2015,Single Family Residential,"Seattle, WA - Capitol Hill"
0.958188795,0.1%,-5.4%,8,-11.1%,-11.1%,11,-21.4%,-8.3%,17.5,-10.5,-72.5,$333K,11.0%,24.3%,17,-15.0%,70.0%,2/28/2015,Single Family Residential,"Seattle, WA - South Beacon Hill"
0.978578922,0.0%,-16.5%,3,0.0%,-25.0%,3,-25.0%,-50.0%,20,0,-3,$355K,0.0%,69.0%,5,-37.5%,-37.5%,2/28/2015,Single Family Residential,"Seattle, WA - Greater Duwamish"
1.010286600,-1.4%,2.4%,11,57.1%,120.0%,,,,13,-53,8,$540K,-3.1%,14.5%,10,25.0%,42.9%,2/28/2015,Single Family Residential,"Seattle, WA - North College Park"
1.004384044,1.1%,2.7%,8,-11.1%,-11.1%,5,-28.6%,-72.2%,60,42,-54,$223K,-12.7%,-31.1%,9,12.5%,0.0%,2/28/2015,Single Family Residential,"Seattle, WA - Dunlap"
1.003381953,-0.1%,0.5%,19,11.8%,46.2%,6,20.0%,20.0%,9,-14,-4.5,$490K,-1.0%,-23.4%,17,6.3%,6.3%,2/28/2015,Single Family Residential,"Seattle, WA - Minor"
0.989082444,-0.3%,0.3%,59,-11.9%,-16.9%,44,15.8%,22.2%,27,-3,0,$535K,-7.0%,-6.9%,68,13.3%,21.4%,2/28/2015,Single Family Residential,"Seattle, WA - Central Seattle"
0.998653479,0.6%,2.4%,4,33.3%,33.3%,4,0.0%,300.0%,4.5,-14.5,-48.5,$367K,22.2%,23.3%,5,-28.6%,150.0%,2/28/2015,Single Family Residential,"Seattle, WA - Holly Park"
0.987027981,1.0%,-5.8%,13,0.0%,116.7%,5,66.7%,25.0%,18,0,10,$645K,51.8%,186.0%,9,0.0%,28.6%,2/28/2015,Single Family Residential,"Seattle, WA - Cedar Heights"
1.000478476,1.1%,1.1%,13,-7.1%,18.2%,3,-40.0%,-40.0%,25,1,16,$442K,2.8%,-11.6%,10,-9.1%,0.0%,2/28/2015,Single Family Residential,"Seattle, WA - Fairmount Park"
1.057799044,3.4%,5.8%,2,100.0%,100.0%,,,,18,7,14,$543K,26.2%,-16.5%,,,,2/28/2015,Single Family Residential,"Seattle, WA - Westlake"
0.982046173,-1.2%,-0.6%,3,-57.1%,-75.0%,6,-14.3%,20.0%,31,23,1,$503K,24.2%,15.7%,10,42.9%,25.0%,2/28/2015,Single Family Residential,"Seattle, WA - Atlantic"
1.032293299,2.5%,3.2%,11,-31.3%,-50.0%,5,-16.7%,,17,6.5,2,$530K,14.6%,21.8%,17,70.0%,6.3%,2/28/2015,Single Family Residential,"Seattle, WA - Genesee"
1.038930028,0.8%,4.1%,9,0.0%,-18.2%,6,-40.0%,100.0%,7,-7,-9,$490K,5.9%,-15.5%,13,-7.1%,62.5%,2/28/2015,Single Family Residential,"Seattle, WA - Seaview"
1.041078193,4.4%,4.7%,3,-57.1%,50.0%,,,,11,0,-84,$950K,0.0%,-3.3%,2,0.0%,0.0%,2/28/2015,Single Family Residential,"Seattle, WA - Portage Bay"
0.989847560,-0.4%,3.3%,8,-11.1%,-46.7%,4,0.0%,0.0%,33.5,9.5,-3.5,$415K,-3.6%,-4.7%,8,33.3%,-20.0%,2/28/2015,Single Family Residential,"Seattle, WA - Mann"
0.959960209,-3.0%,-4.2%,10,0.0%,-41.2%,13,18.2%,0.0%,62,21.5,-8.5,$281K,8.2%,24.3%,16,33.3%,-20.0%,2/28/2015,Single Family Residential,"Seattle, WA - Brighton"
1.009599458,-0.5%,0.4%,22,-33.3%,4.8%,18,-14.3%,28.6%,18,-4,-24,$343K,-14.4%,-2.1%,26,-7.1%,30.0%,2/28/2015,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
1.013647029,0.5%,0.2%,10,-23.1%,-47.4%,3,-25.0%,-66.7%,7,-16,-1,$798K,-4.4%,24.6%,14,40.0%,27.3%,2/28/2015,Single Family Residential,"Seattle, WA - Stevens"
1.014627433,2.1%,3.4%,14,-39.1%,-30.0%,11,83.3%,22.2%,16.5,-25.5,-50.5,$482K,10.6%,13.9%,25,92.3%,38.9%,2/28/2015,Single Family Residential,"Seattle, WA - Gatewood"
1.037143807,-4.2%,3.7%,3,-50.0%,200.0%,,,,25,8,21,$655K,7.4%,0.8%,1,-75.0%,-50.0%,2/28/2015,Single Family Residential,"Seattle, WA - Cascade"
0.993098240,-0.9%,-0.8%,13,-18.8%,-13.3%,7,-12.5%,-36.4%,33,7,18,$253K,9.1%,22.4%,6,-45.5%,-40.0%,2/28/2015,Single Family Residential,"Seattle, WA - Rainier View"
1.032312579,1.9%,1.7%,528,50.9%,6.2%,558,-1.8%,-19.8%,8,-7,-3,$517K,2.7%,14.9%,698,34.0%,11.9%,3/31/2015,Single Family Residential,"Seattle, WA"
0.979607989,-0.2%,0.4%,2769,22.7%,14.4%,5134,-22.0%,-34.7%,33,5,-58,$405K,-1.7%,1.3%,1146,-37.5%,7.4%,12/31/2015,Single Family Residential,"Boston, MA metro area"
0.961681268,-0.3%,0.2%,5190,10.9%,-0.9%,24486,-13.1%,-3.8%,89,8,5,$215K,2.4%,9.1%,3655,-23.5%,-4.4%,12/31/2015,Single Family Residential,"Chicago, IL metro area"
0.991167192,-0.1%,0.4%,4715,39.7%,10.3%,8805,-15.8%,-8.9%,36,0,-7,$530K,1.9%,9.3%,3050,-25.6%,1.5%,12/31/2015,Single Family Residential,"Los Angeles, CA metro area"
0.963713221,0.3%,1.0%,659,16.6%,1.4%,2767,-12.7%,-9.0%,70,-4,-2,$208K,15.7%,9.6%,419,-34.4%,-2.3%,12/31/2015,Single Family Residential,"Philadelphia, PA metro area"
1.000584690,-0.4%,0.8%,2876,26.4%,12.4%,3196,-17.0%,-32.6%,27,8,-12,$440K,-3.3%,8.6%,1352,-23.0%,5.9%,12/31/2015,Single Family Residential,"Seattle, WA metro area"
0.982660499,0.1%,0.0%,3933,33.5%,11.4%,10900,-14.6%,-0.7%,58,5,-1,$406K,2.8%,-1.9%,2380,-17.7%,6.4%,12/31/2015,Single Family Residential,"Washington, DC metro area"
1.016177833,-1.1%,1.7%,550,19.6%,7.2%,347,-21.7%,-39.4%,12,3,-11,$597K,3.7%,19.3%,209,-39.2%,1.0%,12/31/2015,Single Family Residential,"Seattle, WA"
1.007258089,-0.6%,-1.5%,33,32.0%,32.0%,12,0.0%,50.0%,10,1,2,$865K,3.0%,19.3%,29,-14.7%,38.1%,8/31/2016,Single Family Residential,"Seattle, WA - Alki Point"
1.043927957,-1.3%,1.1%,53,6.0%,71.0%,13,-18.8%,44.4%,8,1,-1,$460K,0.0%,29.2%,52,-10.3%,48.6%,8/31/2016,Single Family Residential,"Seattle, WA - Arbor Heights"
1.055660640,-1.1%,-0.2%,144,2.9%,18.0%,18,-40.0%,12.5%,8,0,1,$689K,-1.6%,10.1%,136,-16.0%,30.8%,8/31/2016,Single Family Residential,"Seattle, WA - Ballard"
1.089523352,-0.3%,4.9%,21,10.5%,-22.2%,2,-50.0%,-77.8%,7,0,-2,$556K,0.0%,18.3%,23,0.0%,0.0%,8/31/2016,Single Family Residential,"Seattle, WA - Bitter Lake"
1.047239624,-0.2%,2.0%,42,10.5%,10.5%,8,-11.1%,-11.1%,8,0,1,$859K,0.6%,13.9%,36,-5.3%,0.0%,8/31/2016,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
1.013983814,0.1%,-3.5%,33,-15.4%,-17.5%,10,-44.4%,25.0%,9,1,1,$751K,-3.1%,22.0%,34,-17.1%,-8.1%,8/31/2016,Single Family Residential,"Seattle, WA - Broadview"
1.067552037,-0.5%,-1.7%,17,-19.0%,-19.0%,4,33.3%,100.0%,7,0,0,$938K,8.4%,24.2%,20,11.1%,5.3%,8/31/2016,Single Family Residential,"Seattle, WA - Bryant"
1.053177117,-1.5%,2.9%,21,-4.5%,0.0%,6,-25.0%,-33.3%,9,1,0,$555K,4.2%,-2.6%,19,-9.5%,-24.0%,8/31/2016,Single Family Residential,"Seattle, WA - Columbia City"
1.056301021,-0.8%,1.0%,23,-11.5%,-17.9%,5,66.7%,25.0%,8,0,1,$649K,-3.9%,26.6%,22,-8.3%,-4.3%,8/31/2016,Single Family Residential,"Seattle, WA - Crown Hill"
1.048569222,-0.5%,1.3%,133,1.5%,6.4%,43,43.3%,19.4%,7,0,-1,$420K,1.2%,5.0%,142,0.7%,0.7%,8/31/2016,Single Family Residential,"Seattle, WA - Delridge"
1,0.0%,5.6%,1,0.0%,0.0%,1,0.0%,,26,0,-23,$620K,0.0%,-6.1%,1,0.0%,-75.0%,8/31/2016,Single Family Residential,"Seattle, WA - Eastlake"
1.040435352,0.3%,0.5%,31,-18.4%,-16.2%,9,-35.7%,-10.0%,8,0,0.5,$675K,-10.4%,5.5%,30,-18.9%,-3.2%,8/31/2016,Single Family Residential,"Seattle, WA - Fauntleroy"
1.041395182,-3.1%,-1.1%,24,41.2%,60.0%,4,-33.3%,100.0%,8,0,0.5,$745K,-7.1%,4.9%,29,7.4%,93.3%,8/31/2016,Single Family Residential,"Seattle, WA - Fremont"
1.074377499,-2.8%,3.7%,23,0.0%,-4.2%,6,-45.5%,0.0%,7,0,0,$825K,-4.7%,12.6%,27,-6.9%,28.6%,8/31/2016,Single Family Residential,"Seattle, WA - Green Lake"
1.079639404,-0.1%,2.4%,67,6.3%,0.0%,11,-21.4%,-26.7%,8,1,0,$617K,-2.1%,14.2%,65,-11.0%,20.4%,8/31/2016,Single Family Residential,"Seattle, WA - Greenwood"
1.057543076,-1.3%,1.4%,33,-2.9%,-13.2%,10,0.0%,-9.1%,7,0,-1.5,$500K,-0.1%,14.2%,47,9.3%,62.1%,8/31/2016,Single Family Residential,"Seattle, WA - Haller Lake"
1.050659882,-2.1%,1.8%,112,5.7%,-6.7%,44,12.8%,29.4%,8,0.5,0,$626K,-0.2%,24.9%,131,-3.7%,13.9%,8/31/2016,Single Family Residential,"Seattle, WA - Lake City"
1.052084169,0.1%,3.8%,24,-7.7%,-4.0%,14,7.7%,-6.7%,8,0,-3,$769K,4.2%,-21.9%,30,-9.1%,-3.2%,8/31/2016,Single Family Residential,"Seattle, WA - Leschi"
1.069423088,0.7%,6.9%,5,25.0%,400.0%,2,-33.3%,-33.3%,10,-1,3,"$1,335K",-11.7%,-24.8%,5,-28.6%,66.7%,8/31/2016,Single Family Residential,"Seattle, WA - Lower Queen Anne"
1.019853526,1.5%,2.4%,24,-7.7%,20.0%,10,-23.1%,-28.6%,8,-5,-10,"$1,860K",-6.0%,1.6%,24,0.0%,41.2%,8/31/2016,Single Family Residential,"Seattle, WA - Madison Park"
1.015553596,-3.4%,-2.3%,21,-12.5%,16.7%,6,50.0%,50.0%,10.5,2,2.5,$917K,-4.6%,-6.0%,22,0.0%,57.1%,8/31/2016,Single Family Residential,"Seattle, WA - Madrona"
1.034503100,-1.2%,0.3%,89,-3.3%,-1.1%,34,0.0%,21.4%,8,-1,-3,$800K,-4.5%,3.6%,94,-6.0%,14.6%,8/31/2016,Single Family Residential,"Seattle, WA - Magnolia"
1.087305306,-1.2%,4.7%,26,-10.3%,-31.6%,3,-57.1%,-75.0%,7,0,0,$659K,-0.2%,25.2%,29,-12.1%,-32.6%,8/31/2016,Single Family Residential,"Seattle, WA - Maple Leaf"
1.040113312,-3.4%,0.4%,39,2.6%,-2.5%,11,10.0%,37.5%,8,1,0,$730K,-0.4%,18.1%,40,-14.9%,5.3%,8/31/2016,Single Family Residential,"Seattle, WA - Matthews Beach"
1.099964852,-0.5%,4.1%,14,7.7%,-6.7%,2,-60.0%,-66.7%,7,0,0,$590K,6.3%,13.5%,17,-5.6%,6.3%,8/31/2016,Single Family Residential,"Seattle, WA - Meadowbrook"
1.050271296,0.6%,4.3%,22,-8.3%,46.7%,3,50.0%,-66.7%,8,-0.5,-7,"$1,043K",-1.4%,17.1%,17,-15.0%,-10.5%,8/31/2016,Single Family Residential,"Seattle, WA - Montlake"
1.039483317,-2.1%,-0.7%,39,-13.3%,14.7%,10,-9.1%,-28.6%,8,1,0,$770K,5.4%,11.4%,32,-15.8%,-11.1%,8/31/2016,Single Family Residential,"Seattle, WA - Mount Baker"
1.042006891,-1.0%,0.6%,61,13.0%,-1.6%,13,-35.0%,-35.0%,8,0,1,$685K,-1.4%,9.5%,59,-9.2%,-22.4%,8/31/2016,Single Family Residential,"Seattle, WA - North Admiral"
1.072722021,0.5%,1.9%,77,-4.9%,-18.1%,44,57.1%,15.8%,8,0,-1,$495K,6.2%,10.9%,98,12.6%,-4.9%,8/31/2016,Single Family Residential,"Seattle, WA - Beacon Hill"
1.069726416,-1.1%,2.7%,94,-4.1%,-13.8%,24,-22.6%,-17.2%,7,0,0,$543K,-2.7%,16.4%,115,-2.5%,12.7%,8/31/2016,Single Family Residential,"Seattle, WA - Northgate"
1.060598281,-1.8%,4.8%,24,14.3%,9.1%,11,37.5%,57.1%,8,1,-0.5,$504K,-2.2%,17.7%,27,8.0%,28.6%,8/31/2016,Single Family Residential,"Seattle, WA - Olympic Hills"
1.108878264,0.7%,6.2%,14,-6.7%,-17.6%,7,16.7%,250.0%,7.5,-0.5,1.5,$473K,-3.6%,14.6%,18,-5.3%,0.0%,8/31/2016,Single Family Residential,"Seattle, WA - Pinehurst"
1.014378695,-0.5%,-2.0%,88,14.3%,6.0%,24,-25.0%,4.3%,10,0,1,"$1,150K",0.0%,30.2%,66,-27.5%,-2.9%,8/31/2016,Single Family Residential,"Seattle, WA - Queen Anne"
1.043743485,-1.6%,0.5%,196,-4.4%,4.3%,84,3.7%,-3.4%,8,0,-2,$465K,-2.1%,12.5%,211,1.4%,7.1%,8/31/2016,Single Family Residential,"Seattle, WA - Rainier Valley"
1.072747460,-1.5%,-1.3%,40,-4.8%,8.1%,6,-25.0%,-33.3%,7.5,0.5,1.5,$726K,-5.3%,20.9%,36,2.9%,-21.7%,8/31/2016,Single Family Residential,"Seattle, WA - Ravenna"
1.063413538,-0.5%,-3.1%,33,6.5%,17.9%,4,300.0%,-75.0%,8,1,1,$715K,4.2%,13.9%,32,10.3%,-22.0%,8/31/2016,Single Family Residential,"Seattle, WA - Roosevelt"
1.014364352,-0.4%,-2.7%,12,-14.3%,100.0%,11,266.7%,10.0%,11.5,1.5,4,$348K,1.0%,4.7%,21,110.0%,61.5%,8/31/2016,Single Family Residential,"Seattle, WA - South Park"
1.064140850,2.9%,1.6%,7,0.0%,-53.3%,,,,6,-4,-3,$907K,9.9%,46.3%,5,-16.7%,-61.5%,8/31/2016,Single Family Residential,"Seattle, WA - University District"
1.066202301,-5.7%,1.1%,18,50.0%,-5.3%,7,16.7%,-12.5%,8,1,-1,$530K,-1.4%,13.7%,25,19.0%,25.0%,8/31/2016,Single Family Residential,"Seattle, WA - Victory Heights"
1.044721850,0.0%,-1.2%,25,4.2%,8.7%,7,16.7%,75.0%,8,0,0,$930K,-4.9%,4.5%,20,-23.1%,0.0%,8/31/2016,Single Family Residential,"Seattle, WA - View Ridge"
1.059638479,-2.6%,-2.7%,56,1.8%,-3.4%,8,-33.3%,14.3%,8,1,0,$795K,0.7%,8.5%,47,-14.5%,-24.2%,8/31/2016,Single Family Residential,"Seattle, WA - Wallingford"
1.069790294,-0.4%,1.1%,31,-6.1%,-13.9%,4,-42.9%,-42.9%,8,1,0,$750K,0.0%,29.4%,39,11.4%,-4.9%,8/31/2016,Single Family Residential,"Seattle, WA - Wedgwood"
1.043617646,-0.8%,0.6%,435,3.3%,3.1%,127,-8.0%,-2.3%,8,1,0,$550K,0.0%,10.7%,459,-4.8%,4.8%,8/31/2016,Single Family Residential,"Seattle, WA - West Seattle"
1.014435730,0.5%,-6.2%,15,-11.8%,-6.3%,9,28.6%,28.6%,8,0,1,"$1,490K",15.1%,85.6%,17,13.3%,6.3%,8/31/2016,Single Family Residential,"Seattle, WA - Windermere"
1.005431912,0.0%,2.3%,9,12.5%,80.0%,5,-28.6%,25.0%,8,0,-8,"$1,650K",-9.6%,-5.7%,7,-22.2%,133.3%,8/31/2016,Single Family Residential,"Seattle, WA - Denny Blaine"
1.092267408,-0.3%,1.3%,44,15.8%,18.9%,4,-33.3%,-20.0%,7,0,0,$789K,-6.7%,11.4%,44,2.3%,33.3%,8/31/2016,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.072146992,-3.0%,-0.4%,30,42.9%,-6.3%,7,-46.2%,-36.4%,8,-0.5,-1,$709K,-2.3%,13.3%,35,-2.8%,2.9%,8/31/2016,Single Family Residential,"Seattle, WA - Central District"
1.077946829,-0.9%,2.4%,12,-7.7%,-33.3%,5,0.0%,150.0%,10.5,-0.5,2.5,$978K,17.8%,39.0%,20,17.6%,25.0%,8/31/2016,Single Family Residential,"Seattle, WA - Madison Valley"
1.047565886,-1.7%,1.8%,22,0.0%,-18.5%,9,-10.0%,-10.0%,12,1.5,1,"$1,231K",-2.2%,-1.6%,24,-14.3%,26.3%,8/31/2016,Single Family Residential,"Seattle, WA - Capitol Hill"
1.049747260,0.9%,0.8%,23,-4.2%,15.0%,9,0.0%,-25.0%,9,0,-20,$385K,0.5%,11.6%,20,-16.7%,-25.9%,8/31/2016,Single Family Residential,"Seattle, WA - South Beacon Hill"
1.066587053,2.7%,-1.3%,10,0.0%,400.0%,6,20.0%,20.0%,6.5,0,-92,$425K,-7.6%,121.6%,14,0.0%,133.3%,8/31/2016,Single Family Residential,"Seattle, WA - Greater Duwamish"
1.046573526,-1.4%,-0.6%,19,5.6%,35.7%,4,-50.0%,100.0%,10,0,2,$615K,6.4%,16.9%,18,-14.3%,125.0%,8/31/2016,Single Family Residential,"Seattle, WA - North College Park"
1.076806138,-1.1%,2.9%,20,-13.0%,25.0%,14,-30.0%,75.0%,9.5,1.5,-8.5,$353K,-9.5%,-10.2%,27,-10.0%,80.0%,8/31/2016,Single Family Residential,"Seattle, WA - Dunlap"
1.104531915,-2.0%,1.9%,19,35.7%,-5.0%,5,-16.7%,0.0%,8.5,-0.5,-0.5,$725K,-5.0%,14.2%,18,-18.2%,-5.3%,8/31/2016,Single Family Residential,"Seattle, WA - Minor"
1.037029909,-1.5%,0.2%,113,14.1%,11.9%,42,-19.2%,-4.5%,8,0,-1,$737K,-4.2%,-3.0%,121,-7.6%,17.5%,8/31/2016,Single Family Residential,"Seattle, WA - Central Seattle"
1,0.0%,1.0%,1,0.0%,-80.0%,2,,,7,0,-10,$315K,0.0%,-5.2%,6,500.0%,500.0%,8/31/2016,Single Family Residential,"Seattle, WA - Holly Park"
1.004653559,-1.2%,-1.3%,15,-21.1%,-34.8%,10,0.0%,150.0%,12,0,-1,$775K,6.9%,51.8%,16,-15.8%,-11.1%,8/31/2016,Single Family Residential,"Seattle, WA - Cedar Heights"
1.032720246,-3.9%,-3.6%,17,-5.6%,-26.1%,3,-25.0%,50.0%,9,1,3,$550K,-12.0%,19.6%,21,0.0%,-4.5%,8/31/2016,Single Family Residential,"Seattle, WA - Fairmount Park"
1.034255599,0.0%,-7.1%,1,0.0%,0.0%,,,,7,0,0,$785K,0.0%,-21.0%,,,,8/31/2016,Single Family Residential,"Seattle, WA - Westlake"
1.015858315,-1.5%,1.4%,24,41.2%,41.2%,5,-54.5%,-37.5%,7,0,-1,$617K,0.4%,9.3%,21,-25.0%,23.5%,8/31/2016,Single Family Residential,"Seattle, WA - Atlantic"
1.071042161,-0.7%,1.9%,25,13.6%,-19.4%,5,-28.6%,-44.4%,7,0.5,0,$670K,-3.2%,19.2%,29,7.4%,-3.3%,8/31/2016,Single Family Residential,"Seattle, WA - Genesee"
1.055399851,0.0%,2.1%,25,4.2%,-21.9%,5,-58.3%,-44.4%,7,0.5,-1,$630K,2.4%,13.3%,28,-15.2%,27.3%,8/31/2016,Single Family Residential,"Seattle, WA - Seaview"
0.982630843,-0.5%,-0.1%,7,-12.5%,-12.5%,3,0.0%,50.0%,47,18.5,32,"$1,200K",0.0%,23.6%,3,-25.0%,-25.0%,8/31/2016,Single Family Residential,"Seattle, WA - Portage Bay"
1.016209397,-4.3%,-4.3%,11,37.5%,-8.3%,3,-62.5%,-50.0%,8,-0.5,-2,$692K,1.2%,28.7%,18,12.5%,12.5%,8/31/2016,Single Family Residential,"Seattle, WA - Mann"
1.041644189,0.1%,0.3%,15,-21.1%,-48.3%,12,50.0%,-36.8%,7.5,-0.5,-7.5,$435K,-8.4%,22.5%,21,10.5%,-19.2%,8/31/2016,Single Family Residential,"Seattle, WA - Brighton"
1.101461325,0.7%,6.0%,35,-7.9%,-2.8%,23,76.9%,35.3%,7,0,-5.5,$521K,1.7%,16.7%,48,14.3%,23.1%,8/31/2016,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
1.045462214,-1.9%,-0.7%,24,-7.7%,-20.0%,6,-33.3%,0.0%,12,1,3.5,"$1,231K",-2.2%,6.8%,28,-3.4%,33.3%,8/31/2016,Single Family Residential,"Seattle, WA - Stevens"
1.058847546,-1.0%,1.9%,39,-7.1%,8.3%,10,-33.3%,-28.6%,8,1,1,$656K,-1.2%,17.1%,38,-17.4%,-11.6%,8/31/2016,Single Family Residential,"Seattle, WA - Gatewood"
1.017127800,0.0%,-0.8%,2,0.0%,0.0%,1,0.0%,,16.5,0,-11.5,$702K,0.0%,-15.1%,1,-50.0%,-75.0%,8/31/2016,Single Family Residential,"Seattle, WA - Cascade"
1.014889189,-2.7%,0.3%,20,-9.1%,-4.8%,11,83.3%,37.5%,7.5,1,-10.5,$343K,-1.4%,22.8%,22,22.2%,15.8%,8/31/2016,Single Family Residential,"Seattle, WA - Rainier View"
1.019219055,1.4%,2.1%,6,-50.0%,0.0%,8,-27.3%,60.0%,6,-24,-7,$997K,39.2%,55.1%,7,-22.2%,-36.4%,2/28/2017,Single Family Residential,"Seattle, WA - Alki Point"
1.002241099,1.0%,-2.5%,20,-23.1%,0.0%,4,-20.0%,-20.0%,22.5,4,14,$556K,8.8%,3.9%,17,21.4%,-19.0%,2/28/2017,Single Family Residential,"Seattle, WA - Arbor Heights"
1.029042840,0.7%,-3.4%,74,-21.3%,37.0%,15,87.5%,15.4%,12,1,4,$751K,4.6%,14.6%,54,-3.6%,-10.0%,2/28/2017,Single Family Residential,"Seattle, WA - Ballard"
1.036923900,2.9%,1.6%,13,-23.5%,85.7%,3,0.0%,-25.0%,14,-2,2,$599K,3.2%,5.9%,8,0.0%,-27.3%,2/28/2017,Single Family Residential,"Seattle, WA - Bitter Lake"
1.012158264,-0.1%,1.5%,14,-30.0%,-12.5%,5,0.0%,-16.7%,25.5,11,2.5,$835K,18.9%,6.1%,8,0.0%,-57.9%,2/28/2017,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
0.998145870,-0.4%,-1.7%,17,-41.4%,21.4%,3,0.0%,-70.0%,15,5,-12.5,$676K,4.6%,-4.4%,18,63.6%,0.0%,2/28/2017,Single Family Residential,"Seattle, WA - Broadview"
1.071817688,0.9%,2.2%,14,16.7%,100.0%,2,-50.0%,-33.3%,8.5,0,1.5,$814K,-1.2%,1.4%,13,8.3%,18.2%,2/28/2017,Single Family Residential,"Seattle, WA - Bryant"
1.112968915,1.1%,7.5%,13,-23.5%,62.5%,2,0.0%,-50.0%,8,0,0,$562K,-1.4%,16.8%,10,-16.7%,-16.7%,2/28/2017,Single Family Residential,"Seattle, WA - Columbia City"
1.053271375,0.5%,4.6%,15,-25.0%,15.4%,1,0.0%,0.0%,7,-0.5,-7,$600K,-2.0%,-4.8%,8,-33.3%,-11.1%,2/28/2017,Single Family Residential,"Seattle, WA - Crown Hill"
1.013281970,0.4%,-0.9%,117,-17.0%,82.8%,15,-44.4%,-25.0%,17.5,5.5,5.5,$450K,1.1%,20.2%,95,13.1%,39.7%,2/28/2017,Single Family Residential,"Seattle, WA - Delridge"
1.005883673,-1.6%,0.3%,12,-33.3%,-53.8%,5,-37.5%,-44.4%,19,-9.5,-5,$550K,0.0%,-8.3%,15,50.0%,-21.1%,2/28/2017,Single Family Residential,"Seattle, WA - Fauntleroy"
1.072206321,-2.0%,1.5%,13,30.0%,18.2%,3,0.0%,200.0%,6.5,-0.5,-0.5,$885K,20.6%,47.5%,18,20.0%,100.0%,2/28/2017,Single Family Residential,"Seattle, WA - Fremont"
1.093206914,2.2%,2.2%,12,-33.3%,20.0%,1,-66.7%,-50.0%,7.5,-0.5,-2.5,$869K,0.0%,17.1%,16,6.7%,60.0%,2/28/2017,Single Family Residential,"Seattle, WA - Green Lake"
1.042977428,1.5%,-4.4%,41,-2.4%,17.1%,4,-33.3%,-55.6%,9,-1.5,2,$634K,2.6%,13.8%,34,-5.6%,-10.5%,2/28/2017,Single Family Residential,"Seattle, WA - Greenwood"
1.012086950,-0.6%,-2.1%,20,-31.0%,-9.1%,,,,12.5,1.5,4,$508K,4.8%,7.5%,10,-16.7%,0.0%,2/28/2017,Single Family Residential,"Seattle, WA - Haller Lake"
